GeneSymbol	n	Tissues
3305	PSMD13	1	1
3306	PSMD5	1	1
3307	PSME3	1	1
3308	PTBP2	1	1
3309	PTCH1	1	1
3310	PTPN1	1	1
3311	PTPN14	1	1
3312	PTPRB	1	1
3313	PTTG1IP	1	1
3314	PUM2	1	1
3315	PYROXD1	1	1
3316	QSOX1	1	1
3317	R3HDM2	1	1
3318	RAB10	1	1
3319	RAB11B	1	1
3320	RAB18	1	1
3321	RAB3GAP2	1	1
3322	RAB6B	1	1
3323	RABEP1	1	1
3324	RABEPK	1	1
3325	RABGAP1	1	1
3326	RABL3	1	1
3327	RACGAP1	1	1
3328	RAD52	1	1
3329	RALGAPA1	1	1
3330	RALGPS2	1	1
3331	RANBP10	1	1
3332	RANBP2	1	1
3333	RANGAP1	1	1
3334	RAPGEF4	1	1
3335	RASSF4	1	1
3336	RAVER1	1	1
3337	RBAK-RBAKDN	1	1
3338	RBM25	1	1
3339	RBM26	1	1
3340	RBM28	1	1
3341	RBSN	1	1
3342	RCAN1	1	1
3343	RCHY1	1	1
3344	RCOR1	1	1
3345	RDH5	1	1
3346	REEP1	1	1
3347	REPS1	1	1
3348	RERE	1	1
3349	RETSAT	1	1
3350	RFK	1	1
3351	RHOA	1	1
3352	RHOBTB1	1	1
3353	RIC8B	1	1
3354	RICTOR	1	1
3355	RIOK3	1	1
3356	RMND1	1	1
3357	RNF10	1	1
3358	RNF11	1	1
3359	RNF123	1	1
3360	RNF168	1	1
3361	RNF185	1	1
3362	RNF38	1	1
3363	RNF4	1	1
3364	RNF41	1	1
3365	RNF7	1	1
3366	ROCK2	1	1
3367	RP11-108O10.8	1	1
3368	RP11-468E2.2	1	1
3369	RP11-481J2.2	1	1
3370	RP11-77K12.1	1	1
3371	RPAP3	1	1
3372	RPGR	1	1
3373	RPL21	1	1
3374	RPL4	1	1
3375	RPL7L1	1	1
3376	RPP30	1	1
3377	RPP38	1	1
3378	RPS2	1	1
3379	RPS24	1	1
3380	RPS6KC1	1	1
3381	RPTOR	1	1
3382	RRAGD	1	1
3383	RRM2B	1	1
3384	RSAD1	1	1
3385	RSF1	1	1
3386	RSPRY1	1	1
3387	RSRC1	1	1
3388	RSU1	1	1
3389	RTN4	1	1
3390	RUFY2	1	1
3391	RYK	1	1
3392	SACM1L	1	1
3393	SACS	1	1
3394	SARNP	1	1
3395	SCAMP2	1	1
3396	SCAPER	1	1
3397	SCLY	1	1
3398	SCYL2	1	1
3399	SEC23IP	1	1
3400	SEC24C	1	1
3401	SEC24D	1	1
3402	SEC61A1	1	1
3403	SEMA4D	1	1
3404	SENP6	1	1
3405	SEPSECS	1	1
3406	SERPINA3	1	1
3407	SETMAR	1	1
3408	SF3B3	1	1
3409	SGCD	1	1
3410	SGK1	1	1
3411	SGMS1	1	1
3412	SGMS2	1	1
3413	SH2D4A	1	1
3414	SH3BP4	1	1
3415	SH3D19	1	1
3416	SH3GLB1	1	1
3417	SHTN1	1	1
3418	SIK3	1	1
3419	SIRT1	1	1
3420	SIX5	1	1
3421	SKIV2L2	1	1
3422	SKP2	1	1
3423	SLAMF8	1	1
3424	SLC13A4	1	1
3425	SLC19A2	1	1
3426	SLC1A3	1	1
3427	SLC25A12	1	1
3428	SLC25A18	1	1
3429	SLC25A24	1	1
3430	SLC27A1	1	1
3431	SLC29A1	1	1
3432	SLC30A3	1	1
3433	SLC30A9	1	1
3434	SLC33A1	1	1
3435	SLC35A5	1	1
3436	SLC35B4	1	1
3437	SLC35E1	1	1
3438	SLC37A4	1	1
3439	SLC38A9	1	1
3440	SLC39A7	1	1
3441	SLC47A1	1	1
3442	SLC4A4	1	1
3443	SLC52A3	1	1
3444	SLC7A2	1	1
3445	SLC7A8	1	1
3446	SLCO5A1	1	1
3447	SLFN11	1	1
3448	SLMAP	1	1
3449	SLTM	1	1
3450	SMAD4	1	1
3451	SMAD9	1	1
3452	SMAP1	1	1
3453	SMARCA1	1	1
3454	SMARCB1	1	1
3455	SMS	1	1
3456	SNCA	1	1
3457	SND1	1	1
3458	SNX12	1	1
3459	SNX17	1	1
3460	SNX19	1	1
3461	SNX6	1	1
3462	SNX7	1	1
3463	SPIDR	1	1
3464	SPIN1	1	1
3465	SPNS1	1	1
3466	SPOP	1	1
3467	SPPL2A	1	1
3468	SPTB	1	1
3469	SRP68	1	1
3470	SRP72	1	1
3471	SRPK2	1	1
3472	SSB	1	1
3473	SSH2	1	1
3474	SSRP1	1	1
3475	ST3GAL1	1	1
3476	ST3GAL4	1	1
3477	ST6GALNAC4	1	1
3478	ST7L	1	1
3479	STAM2	1	1
3480	STAMBP	1	1
3481	STAT5A	1	1
3482	STK24	1	1
3483	STK38L	1	1
3484	STOX2	1	1
3485	STPG1	1	1
3486	STT3A	1	1
3487	STX17	1	1
3488	STX18	1	1
3489	STX8	1	1
3490	SUPT5H	1	1
3491	SYNC	1	1
3492	SYNGR2	1	1
3493	SYNJ2BP-COX16	1	1
3494	TAB3	1	1
3495	TACC1	1	1
3496	TADA2A	1	1
3497	TAOK3	1	1
3498	TATDN3	1	1
3499	TAX1BP1	1	1
3500	TBC1D1	1	1
3501	TBC1D24	1	1
3502	TBC1D31	1	1
3503	TBC1D7	1	1
3504	TBC1D9B	1	1
3505	TBCE	1	1
3506	TBX5	1	1
3507	TCAIM	1	1
3508	TCF12	1	1
3509	TDP1	1	1
3510	TEAD4	1	1
3511	TEC	1	1
3512	TENM2	1	1
3513	TERF1	1	1
3514	TESK1	1	1
3515	TEX2	1	1
3516	TEX30	1	1
3517	TFDP2	1	1
3518	THADA	1	1
3519	THOC5	1	1
3520	THRB	1	1
3521	THUMPD3-AS1	1	1
3522	TIMM23B	1	1
3523	TIMM44	1	1
3524	TIMM50	1	1
3525	TIMM9	1	1
3526	TINAGL1	1	1
3527	TIPIN	1	1
3528	TM2D1	1	1
3529	TMCC1	1	1
3530	TMCO1	1	1
3531	TMED1	1	1
3532	TMEM116	1	1
3533	TMEM123	1	1
3534	TMEM131	1	1
3535	TMEM167A	1	1
3536	TMEM182	1	1
3537	TMEM184B	1	1
3538	TMEM185A	1	1
3539	TMEM209	1	1
3540	TMEM248	1	1
3541	TMEM39A	1	1
3542	TMEM41B	1	1
3543	TMEM53	1	1
3544	TMEM57	1	1
3545	TMEM8A	1	1
3546	TMEM97	1	1
3547	TMOD2	1	1
3548	TMX4	1	1
3549	TNFAIP1	1	1
3550	TNK2	1	1
3551	TNPO3	1	1
3552	TOLLIP	1	1
3553	TOM1	1	1
3554	TOP3A	1	1
3555	TOR3A	1	1
3556	TPCN1	1	1
3557	TPM4	1	1
3558	TPP1	1	1
3559	TRAP1	1	1
3560	TRAPPC6A	1	1
3561	TRAPPC6B	1	1
3562	TRIP11	1	1
3563	TRIP4	1	1
3564	TRIT1	1	1
3565	TRMT2B	1	1
3566	TRMT6	1	1
3567	TROVE2	1	1
3568	TRPV1	1	1
3569	TSC22D2	1	1
3570	TSG101	1	1
3571	TSPAN18	1	1
3572	TSPAN2	1	1
3573	TSSC1	1	1
3574	TTC37	1	1
3575	TUBGCP2	1	1
3576	TULP3	1	1
3577	TUSC3	1	1
3578	TVP23B	1	1
3579	TXNL4A	1	1
3580	TXNRD1	1	1
3581	TYROBP	1	1
3582	U2SURP	1	1
3583	UBAP1	1	1
3584	UBE2A	1	1
3585	UBE2G1	1	1
3586	UBE2H	1	1
3587	UBE2T	1	1
3588	UBR7	1	1
3589	UBXN2B	1	1
3590	UBXN4	1	1
3591	UCHL5	1	1
3592	UGGT1	1	1
3593	UHMK1	1	1
3594	UHRF1BP1L	1	1
3595	ULK2	1	1
3596	UNK	1	1
3597	UPRT	1	1
3598	URGCP	1	1
3599	USP15	1	1
3600	USP16	1	1
3601	USP19	1	1
3602	USP2	1	1
3603	USP24	1	1
3604	USP3	1	1
3605	USP32	1	1
3606	USP39	1	1
3607	UTP14A	1	1
3608	UTRN	1	1
3609	UXS1	1	1
3610	VEZF1	1	1
3611	VIPAS39	1	1
3612	VMP1	1	1
3613	VOPP1	1	1
3614	VPS26B	1	1
3615	VPS35	1	1
3616	VPS37A	1	1
3617	VPS50	1	1
3618	VPS51	1	1
3619	VRK2	1	1
3620	VRK3	1	1
3621	VSTM2L	1	1
3622	WASF2	1	1
3623	WDFY3	1	1
3624	WDR19	1	1
3625	WDR34	1	1
3626	WDR44	1	1
3627	WDR59	1	1
3628	WRAP53	1	1
3629	WRN	1	1
3630	WWP1	1	1
3631	XIAP	1	1
3632	XPC	1	1
3633	XPO1	1	1
3634	XPO5	1	1
3635	XRCC6	1	1
3636	XRN1	1	1
3637	YBX3	1	1
3638	YIPF4	1	1
3639	YLPM1	1	1
3640	YWHAB	1	1
3641	YWHAZ	1	1
3642	YY1	1	1
3643	ZBED3	1	1
3644	ZBTB37	1	1
3645	ZC3H7A	1	1
3646	ZDHHC15	1	1
3647	ZDHHC17	1	1
3648	ZDHHC3	1	1
3649	ZDHHC5	1	1
3650	ZDHHC7	1	1
3651	ZFP64	1	1
3652	ZFR	1	1
3653	ZFYVE21	1	1
3654	ZMYND11	1	1
3655	ZNF134	1	1
3656	ZNF180	1	1
3657	ZNF2	1	1
3658	ZNF236	1	1
3659	ZNF274	1	1
3660	ZNF3	1	1
3661	ZNF317	1	1
3662	ZNF382	1	1
3663	ZNF426	1	1
3664	ZNF529	1	1
3665	ZNF549	1	1
3666	ZNF562	1	1
3667	ZNF608	1	1
3668	ZNF638	1	1
3669	ZNF680	1	1
3670	ZNF684	1	1
3671	ZNF699	1	1
3672	ZNF75A	1	1
3673	ZNF770	1	1
3674	ZNF772	1	1
3675	ZNF791	1	1
3676	ZPR1	1	1
3677	ZSWIM7	1	1
3678	CFAP74	1	1
3679	HSD52	1	1
3680	AIG1	1	1
3681	AJ006998.2	1	1
3682	GGT7	1	1
3683	HPCAL4	1	1
3684	PKP2	1	1
3685	STX2	1	1
3686	TPRG1	1	1
3687	VSIG10	1	1
3688	NME6	1	1
3689	SHH	1	1
3690	AS3MT	1	1
3691	AURKC	1	1
3692	C1orf159	1	1
3693	CAMKV	1	1
3694	CCER2	1	1
3695	CHRD	1	1
3696	CTD-2013N24.2	1	1
3697	DFFB	1	1
3698	DNAJC11	1	1
3699	ECM1	1	1
3700	EFS	1	1
3701	EIF2B4	1	1
3702	GRN	1	1
3703	LIMD2	1	1
3704	OCEL1	1	1
3705	PIK3C2B	1	1
3706	POMT2	1	1
3707	PPM1F	1	1
3708	PRCD	1	1
3709	RAB37	1	1
3710	RP11-190A12.7	1	1
3711	RTBDN	1	1
3712	SELENBP1	1	1
3713	SLC26A9	1	1
3714	SMAD3	1	1
3715	TCF3	1	1
3716	TRIM14	1	1
3717	ZFP69B	1	1
3718	CACNA1A	1	1
3719	ETFBKMT	1	1
3720	ITGB5	1	1
3721	LAMP5	1	1
3722	NELL1	1	1
3723	NTS	1	1
3724	PCSK6	1	1
3725	RP11-356I2.1	1	1
3726	SCRG1	1	1
3727	ALOX15B	1	1
3728	APOC1	1	1
3729	CLK1	1	1
3730	CYP4F8	1	1
3731	HSD17B13	1	1
3732	NELL2	1	1
3733	PCOLCE2	1	1
3734	GSDMD	1	1
3735	PRH1	1	1
3736	RND1	1	1
3737	APOA1	1	1
3738	ARSG	1	1
3739	CFAP221	1	1
3740	CLCNKA	1	1
3741	LRRC34	1	1
